Product Name,SKU,Qty
"Combo 2 Hộp Cao ống Nguyên Chất, bảo vệ sức khỏe (Quy cách Chất, bảo vệ sức khỏe (Quy cách 10ml x 10 ống/Hộp)",Default,2
